OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2643,2021-038Q,2025-11-04T23:22:46.374240,15.06413182,.00014711,53.0522,191.4865,90.5455,269.5702,0,U,48367,999,24836,.39305398E-3,.558E-4,0
STARLINK-2623,2021-038R,2025-11-04T16:28:48.763200,15.06393860,.00017084,53.0526,193.0563,94.9176,265.2008,0,U,48368,999,24832,-.11981851E-3,-.2066E-4,0
STARLINK-2621,2021-038T,2025-11-04T23:12:08.857152,15.06408759,.00018033,53.0529,191.5248,88.2656,271.8540,0,U,48370,999,24836,.30843525E-3,.4317E-4,0
STARLINK-2589,2021-038U,2025-11-04T23:06:50.868864,15.06414964,.00015832,53.0515,191.5375,90.3841,269.7330,0,U,48371,999,24836,.40722783E-3,.5792E-4,0
STARLINK-2609,2021-038W,2025-11-04T22:56:14.500032,15.06412344,.00014445,53.0531,191.5698,87.8028,272.3126,0,U,48373,999,24836,.29344008E-3,.4093E-4,0
STARLINK-2604,2021-038X,2025-11-04T09:18:54.850176,15.06399026,.00017951,53.0522,194.4682,96.6619,263.4574,0,U,48374,999,24827,.19488887E-3,.2622E-4,0
STARLINK-2603,2021-038Y,2025-11-04T22:45:37.216224,15.06416514,.00015594,53.0521,191.6029,88.4717,271.6451,0,U,48375,999,24836,.55902446E-3,.8059E-4,0
STARLINK-2610,2021-038Z,2025-11-04T22:40:18.773472,15.06424824,.00014906,53.0527,191.6170,78.6803,281.4354,0,U,48376,999,24836,.6270193E-3,.9076E-4,0
STARLINK-2499,2021-038AA,2025-11-04T17:21:56.851488,15.06403529,.00015018,53.0522,193.1140,96.4544,263.6616,0,U,48377,999,24832,.45374334E-3,.6484E-4,0
STARLINK-2526,2021-038AB,2025-11-05T00:05:11.574816,15.06437259,.0001583,53.0558,191.3587,88.5917,271.5254,0,U,48378,999,24837,.35817009E-3,.5063E-4,0
STARLINK-2612,2021-038AC,2025-11-04T17:37:46.405632,15.06408116,.00014522,53.0537,192.5615,88.0631,272.0524,0,U,48379,999,24833,.20758397E-3,.2812E-4,0
STARLINK-2614,2021-038AD,2025-11-04T22:35:06.382176,15.06418568,.0001494,53.0534,192.1500,90.5530,269.5630,0,U,48380,999,24835,.62364585E-3,.9024E-4,0
STARLINK-2630,2021-038AE,2025-11-04T00:01:32.441088,15.06400921,.00013807,53.0544,195.8576,76.6870,283.4273,0,U,48381,999,24822,.15767627E-4,-.47E-6,0
STARLINK-2585,2021-038AF,2025-11-04T09:29:28.220928,15.06412220,.00015666,53.0532,194.0883,79.8793,280.2373,0,U,48382,999,24828,.6346814E-3,.9188E-4,0
STARLINK-2598,2021-038AJ,2025-11-04T09:13:32.741472,15.06398487,.00016205,53.0546,194.1344,87.9320,272.1854,0,U,48385,999,24950,.28013296E-3,.3893E-4,0
STARLINK-2606,2021-038AK,2025-11-04T23:15:28.961280,15.06406693,.00015546,53.0526,186.5211,91.8499,268.2668,0,U,48386,999,24843,.27103326E-3,.3758E-4,0
STARLINK-2594,2021-038AM,2025-11-04T22:17:05.830944,15.06419789,.00014833,53.0548,186.6948,95.1355,264.9804,0,U,48388,999,24843,.6112731E-3,.884E-4,0
STARLINK-2586,2021-038AP,2025-11-04T21:53:52.058976,15.06393003,.00017238,53.0539,181.7682,85.9227,274.1959,0,U,48390,999,24971,-.15103587E-4,-.506E-5,0
STARLINK-2607,2021-038AQ,2025-11-04T21:48:33.563520,15.06429464,.00034486,53.0523,181.7843,83.7442,276.3940,0,U,48391,999,24971,.37630417E-3,.5332E-4,0
STARLINK-2605,2021-038AR,2025-11-04T08:58:57.120672,15.06400552,.00016752,53.0540,184.1800,99.9627,260.1552,0,U,48392,999,24963,.30626654E-3,.4283E-4,0
STARLINK-2574,2021-038AU,2025-11-04T22:36:26.302176,15.06412674,.00016347,53.0517,182.2598,87.7351,272.3825,0,U,48395,999,24971,.32728866E-3,.4598E-4,0
STARLINK-2575,2021-038AV,2025-11-04T08:43:01.799328,15.06403589,.00016999,53.0511,184.2319,101.2509,258.8671,0,U,48396,999,24963,.46275647E-3,.6619E-4,0
STARLINK-2590,2021-038AW,2025-11-04T22:57:33.654528,15.06407685,.00015789,53.0527,181.5677,89.0464,271.0706,0,U,48397,999,24972,.20185623E-3,.2727E-4,0
STARLINK-2588,2021-038AX,2025-11-04T18:05:38.014944,15.06407782,.00014736,53.0529,182.4756,92.0232,268.0926,0,U,48398,999,24969,.26454341E-3,.3662E-4,0
STARLINK-2587,2021-038AY,2025-11-04T16:24:50.493600,15.06329167,.00011498,53.0543,182.7913,114.6832,245.4277,0,U,48399,999,24967,.30583189E-2,.45479E-3,0
STARLINK-2576,2021-038AZ,2025-11-04T16:19:28.809120,15.06404268,.00015463,53.0507,182.8074,89.9923,270.1243,0,U,48400,999,24846,.91552589E-4,.1083E-4,0
STARLINK-2571,2021-038BA,2025-11-04T21:59:11.077152,15.06417689,.00015206,53.0529,181.7578,89.6314,270.4849,0,U,48401,999,24849,.40972758E-3,.5829E-4,0
STARLINK-2593,2021-038BD,2025-11-04T22:25:42.496896,15.06418814,.00018759,53.0534,181.6652,91.4934,268.6270,0,U,48404,999,24850,.46004312E-3,.6581E-4,0
STARLINK-2570,2021-038BE,2025-11-04T22:20:24.509472,15.06410784,.0001518,53.0514,181.6803,89.5180,270.5983,0,U,48405,999,24850,.41052667E-3,.584E-4,0
STARLINK-2568,2021-038BF,2025-11-04T22:15:06.545376,15.06415306,.00013914,53.0527,181.6999,93.8447,266.2701,0,U,48406,999,24850,.56304619E-3,.8118E-4,0
STARLINK-2595,2021-038BG,2025-11-04T18:04:31.724544,15.62039805,.0003222,53.0378,110.0321,258.0601,102.0051,0,U,48407,999,24949,.14026245E-2,.126357E-2,0
STARLINK-2592,2021-038BH,2025-11-04T22:04:29.469792,15.06406290,.00011233,53.0556,181.7295,101.2448,258.8668,0,U,48408,999,24849,.11872562E-3,.1488E-4,0
STARLINK-2563,2021-038BK,2025-11-05T05:07:05.933568,15.06407821,.00009613,53.0523,135.4152,84.2005,275.9093,0,U,48410,999,24918,.1769724E-3,.2356E-4,0
STARLINK-2505,2021-038BL,2025-11-05T05:31:39.727488,15.06397925,.00015564,53.0541,130.3366,88.6819,271.4348,0,U,48411,999,24925,.70302105E-4,.766E-5,0
STARLINK-2581,2021-038BM,2025-11-05T05:58:16.230144,15.06410434,.00013594,53.0497,130.6904,95.3933,264.7211,0,U,48412,999,24925,.88533769E-4,.1038E-4,0
YAOGAN-30 09A,2021-039A,2025-11-05T07:01:23.975040,15.01139654,.00049735,34.9984,314.7758,253.5189,106.4973,0,U,48423,999,24586,.3034799E-3,.394E-4,0
YAOGAN-30 09B,2021-039B,2025-11-05T08:04:25.277952,15.01143453,.00041352,34.9966,313.9706,13.7956,346.2864,0,U,48424,999,24586,.31273126E-3,.4061E-4,0
YAOGAN-30 09C,2021-039C,2025-11-05T07:32:23.248608,15.01083485,.00030158,34.9965,313.7776,279.1073,80.9294,0,U,48425,999,24587,.30930478E-3,.401E-4,0
TIANQI-12,2021-039D,2025-11-05T04:48:03.406752,15.08711839,.00030986,35.0007,267.7016,140.9553,219.1382,0,U,48426,999,24633,.49867039E-3,.7968E-4,0
STARLINK-2461,2021-040A,2025-11-04T22:11:45.280032,15.06410749,.00013842,53.0569,26.7073,95.9553,264.1593,0,U,48428,999,24775,.23710671E-3,.3253E-4,0
STARLINK-2700,2021-040D,2025-11-05T06:31:20.272224,15.06406691,.00014259,53.0556,350.1537,94.1071,266.0081,0,U,48431,999,24829,.11882332E-3,.1489E-4,0
STARLINK-2680,2021-040E,2025-11-05T06:04:14.460096,15.06400641,.00018456,53.0547,345.6317,72.5178,287.6012,0,U,48432,999,24835,-.13485834E-4,-.483E-5,0
STARLINK-2699,2021-040F,2025-11-05T06:22:07.680288,15.06400810,.00013438,53.0546,350.4600,90.7357,269.3786,0,U,48433,999,24828,-.4076381E-4,-.889E-5,0
STARLINK-2692,2021-040G,2025-11-04T19:57:51.003648,15.06402802,.00019081,53.0551,357.6381,87.1366,272.9842,0,U,48434,999,24815,-.68344193E-4,-.13E-4,0
STARLINK-2633,2021-040H,2025-11-04T13:44:53.018304,15.06431113,.0001446,53.0546,8.2993,79.2247,280.8905,0,U,48435,999,24797,.82415E-3,.12026E-3,0
STARLINK-2639,2021-040J,2025-11-04T13:29:37.148064,15.06420050,.0001484,53.0561,23.3354,83.8758,276.2400,0,U,48436,999,24776,.5991E-3,.8658E-4,0
STARLINK-2642,2021-040K,2025-11-04T22:40:17.823072,15.06400938,.0001955,53.0553,31.6200,93.5169,266.6044,0,U,48437,999,24768,-.1395362E-3,-.236E-4,0
STARLINK-2640,2021-040L,2025-11-04T21:59:12.224544,15.06413387,.00012208,53.0551,22.0170,93.1138,266.9991,0,U,48438,999,24781,.15656707E-3,.2052E-4,0
STARLINK-2583,2021-040M,2025-11-04T11:43:28.141824,15.06426520,.00014212,53.0551,23.6686,74.3836,285.7310,0,U,48439,999,24775,.83806378E-3,.12232E-3,0
STARLINK-2682,2021-040N,2025-11-04T14:49:13.657152,15.06438286,.0001509,53.0547,23.0869,87.5287,272.5875,0,U,48440,999,24777,.88737E-3,.12974E-3,0
STARLINK-2702,2021-040P,2025-11-04T22:41:37.666176,15.06403800,.00012085,53.0570,21.6152,88.3219,271.7909,0,U,48441,999,24782,.90250651E-4,.1063E-4,0
STARLINK-2644,2021-040Q,2025-11-04T22:36:19.293408,15.06400009,.00020924,53.0558,21.6329,80.0644,280.0581,0,U,48442,999,24782,-.32497845E-3,-.5119E-4,0
STARLINK-2663,2021-040R,2025-11-05T04:53:10.309920,15.06404300,.0001908,53.0548,20.4609,94.2141,265.9066,0,U,48443,999,24786,-.47930379E-4,-.996E-5,0
STARLINK-2645,2021-040S,2025-11-04T22:25:42.444192,15.06384404,.00015132,53.0576,21.6633,91.5466,268.5697,0,U,48444,999,24782,-.35535395E-3,-.5568E-4,0
STARLINK-2634,2021-040T,2025-11-04T22:20:23.963424,15.06402350,.0000928,53.0545,21.6851,91.1802,268.9293,0,U,48445,999,24782,.25482034E-3,.3516E-4,0
STARLINK-2655,2021-040X,2025-11-04T22:04:30.040032,15.06386464,.00009438,53.0559,21.7305,86.2587,273.8510,0,U,48449,999,24782,.13746306E-4,-.77E-6,0
STARLINK-2660,2021-040Y,2025-11-05T08:00:03.000384,15.68790026,.00012057,53.0547,13.1488,61.6099,229.6215,0,U,48450,999,577,.31616725E-2,.385942E-2,0
STARLINK-2703,2021-040AA,2025-11-04T21:53:51.398880,15.06399077,.0001951,53.0546,21.7341,84.4000,275.7211,0,U,48452,999,24782,-.14714183E-3,-.2473E-4,0
STARLINK-2620,2021-040AB,2025-11-04T15:26:22.701120,15.06411697,.00013203,53.0556,22.9691,69.2099,290.9032,0,U,48453,999,24778,.25101602E-3,.3461E-4,0
STARLINK-2654,2021-040AC,2025-11-04T21:43:16.376160,15.06372973,.00016777,53.0560,21.7961,91.4883,268.6298,0,U,48454,999,24782,-.23887361E-3,-.3835E-4,0
STARLINK-2497,2021-040AD,2025-11-04T12:04:41.422080,15.06420998,.00013659,53.0548,23.6021,95.5786,264.5359,0,U,48455,999,24775,.54120104E-3,.7793E-4,0
STARLINK-2698,2021-040AG,2025-11-04T10:41:46.576608,15.06432243,.00015216,53.0561,28.9463,82.6141,277.5021,0,U,48458,999,24839,.94523505E-3,.13838E-3,0
STARLINK-2579,2021-040AH,2025-11-04T15:17:49.176672,15.06433557,.00013661,53.0544,28.3562,80.4969,279.6174,0,U,48459,999,24771,.87650747E-3,.1281E-3,0
STARLINK-2582,2021-040AJ,2025-11-04T13:55:02.319744,15.31262908,.0006503,53.0683,3.8382,299.7038,60.3314,0,U,48460,999,24856,.16621E-2,.50893E-3,0
STARLINK-2683,2021-040AL,2025-11-04T15:41:02.393952,15.06399817,.00009526,53.0562,33.2057,88.3934,271.7164,0,U,48462,999,24764,.14743879E-3,.1915E-4,0
STARLINK-2686,2021-040AN,2025-11-04T23:17:27.075264,15.06427515,.00011781,53.0557,31.5040,98.4201,261.6922,0,U,48464,999,24769,.24632892E-3,.3392E-4,0
STARLINK-2681,2021-040AP,2025-11-04T15:35:40.001856,15.06432976,.00015109,53.0558,32.9425,87.8500,272.2662,0,U,48465,999,24765,.93601253E-3,.137E-3,0
STARLINK-2687,2021-040AQ,2025-11-04T23:12:09.470592,15.06387154,.00014684,53.0561,31.5193,87.2934,272.8223,0,U,48466,999,24770,-.85586474E-4,-.1556E-4,0
STARLINK-2659,2021-040AR,2025-11-04T22:13:45.542784,15.06401549,.00018672,53.0558,31.7015,81.8889,278.2312,0,U,48467,999,24769,-.13342994E-4,-.48E-5,0
STARLINK-2685,2021-040AS,2025-11-04T10:38:26.672064,15.06423276,.00014039,53.0546,33.8712,77.7101,282.4045,0,U,48468,999,24762,.70743679E-3,.10278E-3,0
STARLINK-2661,2021-040AT,2025-11-04T15:46:17.455872,15.06411509,.00013097,53.0564,32.9119,69.8150,290.2980,0,U,48469,999,24765,-.80895249E-4,-.1487E-4,0
STARLINK-2675,2021-040AU,2025-11-05T05:13:08.180256,15.06383013,.00012021,53.0549,30.7411,77.2763,282.8360,0,U,48470,999,24772,-.40409203E-3,-.6292E-4,0
STARLINK-2684,2021-040AV,2025-11-04T15:30:21.996288,15.06428519,.00013345,53.0549,32.9600,81.0287,279.0853,0,U,48471,999,24764,.83149389E-3,.12135E-3,0
STARLINK-2722,2021-040AW,2025-11-04T15:03:49.565664,15.06421878,.0001534,53.0553,33.0469,82.9219,277.1944,0,U,48472,999,24763,.72091E-3,.10479E-3,0
STARLINK-2658,2021-040AX,2025-11-04T22:19:03.912096,15.06400490,.00013433,53.0556,31.6861,76.2107,283.9032,0,U,48473,999,24768,.33204484E-4,.213E-5,0
STARLINK-2697,2021-040AY,2025-11-04T23:06:50.575104,15.06411398,.00009278,53.0561,31.5382,92.8716,267.2379,0,U,48474,999,24768,.22996698E-3,.3147E-4,0
STARLINK-2619,2021-040AZ,2025-11-05T08:00:03.000384,15.58015423,.00008983,53.0275,329.9306,308.0403,286.8338,0,U,48475,999,593,.22142348E-2,.172246E-2,0
STARLINK-2728,2021-040BC,2025-11-04T22:34:59.376000,15.06399063,.00017473,53.0550,31.6343,81.2935,278.8252,0,U,48478,999,24768,-.47149945E-3,-.7297E-4,0
STARLINK-2755,2021-040BD,2025-11-04T22:29:41.445600,15.06381828,.00014505,53.0549,31.6526,80.8912,279.2241,0,U,48479,999,24768,-.25350141E-3,-.4053E-4,0
STARLINK-2706,2021-040BF,2025-11-04T23:48:01.519200,15.06406812,.00017559,53.0561,41.6876,80.4778,279.6409,0,U,48481,999,24754,.11848006E-3,.1484E-4,0
STARLINK-2525,2021-040BG,2025-11-04T15:02:29.503104,15.06427439,.00013884,53.0544,43.0465,87.2849,272.8299,0,U,48482,999,24749,.73823214E-3,.1074E-3,0
STARLINK-2531,2021-040BH,2025-11-04T16:32:44.624832,15.06403744,.00012682,53.0556,42.7632,81.6012,278.5120,0,U,48483,999,24750,.24276845E-3,.3337E-4,0
STARLINK-2500,2021-040BK,2025-11-04T23:05:30.349248,15.06403876,.00013014,53.0542,41.5405,79.8022,280.3114,0,U,48485,999,24754,.14606876E-3,.1895E-4,0
STARLINK-2494,2021-040BM,2025-11-04T23:16:08.188608,15.06401156,.00019928,53.0536,41.5074,89.6232,270.4986,0,U,48487,999,24755,-.21720297E-4,-.605E-5,0
STARLINK-2063,2021-041A,2025-11-05T06:40:39.588672,15.06402855,.00029227,53.0569,330.1127,150.5653,209.5501,0,U,48553,999,24645,-.15190396E-3,-.2544E-4,0
STARLINK-2139,2021-041B,2025-11-05T07:33:47.601792,15.06395164,.00014017,53.0555,330.2638,86.7707,273.3442,0,U,48554,999,24645,-.26981399E-3,-.4297E-4,0
STARLINK-2145,2021-041C,2025-11-05T05:56:52.230336,15.06402290,.00015825,53.0553,340.2596,79.1322,280.9846,0,U,48555,999,24630,-.73314568E-4,-.1373E-4,0
STARLINK-2151,2021-041D,2025-11-05T05:40:56.952192,15.06404923,.0001485,53.0554,340.3087,79.7859,280.3298,0,U,48556,999,24630,.74350516E-4,.826E-5,0
STARLINK-2155,2021-041E,2025-11-05T05:47:34.856160,15.06391591,.00013266,53.0540,330.2891,87.9087,272.2054,0,U,48557,999,24644,-.28079755E-3,-.446E-4,0
STARLINK-2166,2021-041F,2025-11-05T05:42:16.240608,15.06397020,.00023345,53.0549,330.3027,86.2223,273.9033,0,U,48558,999,24558,-.10866032E-3,-.19E-4,0
STARLINK-2187,2021-041K,2025-11-05T06:45:57.777408,15.06399589,.00015237,53.0547,330.1094,96.0682,264.0481,0,U,48562,999,24645,-.74850546E-4,-.1396E-4,0
STARLINK-2188,2021-041L,2025-11-05T05:36:59.535360,15.06403656,.00014675,53.0543,330.3201,85.0215,275.0941,0,U,48563,999,24644,.35446224E-3,.5003E-4,0
STARLINK-2190,2021-041M,2025-11-05T05:26:21.080832,15.06391102,.00014609,53.0557,330.3540,90.3533,269.7624,0,U,48564,999,24644,-.12452384E-3,-.2135E-4,0
STARLINK-2214,2021-041P,2025-11-05T05:51:33.740064,15.06398903,.00017726,53.0536,340.2477,39.0304,321.0812,0,U,48566,999,24630,.14699819E-3,.1909E-4,0
STARLINK-2217,2021-041R,2025-11-05T06:30:01.130688,15.06407070,.00025485,53.0545,330.1567,21.5012,338.6083,0,U,48568,999,24644,-.7448771E-3,-.11362E-3,0
STARLINK-2219,2021-041S,2025-11-05T05:31:40.274400,15.06390408,.00014031,53.0546,330.3381,89.4705,270.6445,0,U,48569,999,24644,.36121412E-4,.256E-5,0
STARLINK-2220,2021-041T,2025-11-05T06:49:57.299808,15.06393222,.00014173,53.0546,340.0940,86.0923,274.0228,0,U,48570,999,24630,-.75439413E-4,-.1405E-4,0
STARLINK-2221,2021-041U,2025-11-04T19:51:46.827648,15.06408175,.00018238,53.0539,342.1472,82.4529,277.6667,0,U,48571,999,24624,-.17660852E-3,-.2912E-4,0
STARLINK-2222,2021-041V,2025-11-05T06:55:16.198752,15.06391045,.00016436,53.0555,340.0764,88.5307,271.5870,0,U,48572,999,24631,-.46668493E-4,-.976E-5,0
STARLINK-2224,2021-041W,2025-11-05T08:00:16.390656,15.06397458,.00022534,53.0560,329.8728,101.7004,258.4238,0,U,48573,999,24645,.22999E-7,-.281E-5,0
STARLINK-2225,2021-041X,2025-11-05T04:05:26.314080,15.06390832,.0001437,53.0554,300.6918,88.6137,271.5017,0,U,48574,999,24685,.4329802E-4,.363E-5,0
STARLINK-2227,2021-041Y,2025-11-05T06:03:35.585280,15.06392604,.00015258,53.0568,290.5579,85.5014,274.6150,0,U,48575,999,24701,.21401249E-4,.37E-6,0
STARLINK-2228,2021-041Z,2025-11-05T06:04:10.039872,15.06397594,.00016001,53.0548,305.2362,97.2240,262.8931,0,U,48576,999,24680,-.62698986E-4,-.1215E-4,0
STARLINK-2231,2021-041AA,2025-11-05T06:51:19.004832,15.06398038,.00012492,53.0550,330.3610,83.1584,276.9547,0,U,48577,999,24644,-.19818411E-4,-.577E-5,0
STARLINK-2232,2021-041AB,2025-11-05T05:21:08.104608,15.06396104,.00016123,53.0535,330.8797,105.7288,254.3879,0,U,48578,999,24643,-.11538864E-3,-.2E-4,0
STARLINK-2234,2021-041AD,2025-11-05T06:46:37.691616,15.06396295,.00014697,53.0545,305.1131,90.3068,269.8089,0,U,48580,999,24680,-.14969539E-3,-.251E-4,0
STARLINK-2235,2021-041AE,2025-11-05T05:49:35.417856,15.06357488,.00016908,53.0560,295.2927,100.3356,259.7824,0,U,48581,999,24694,.34189711E-3,.4809E-4,0
STARLINK-2236,2021-041AF,2025-11-05T05:23:03.641280,15.06397088,.00014204,53.0555,295.5266,91.3300,268.7851,0,U,48582,999,24693,-.22189875E-4,-.612E-5,0
STARLINK-2237,2021-041AG,2025-11-04T19:57:05.196096,15.06431021,.00014346,53.0537,342.1289,87.2258,272.8895,0,U,48583,999,24624,.64094866E-3,.9286E-4,0
STARLINK-2238,2021-041AH,2025-11-05T06:28:43.203072,15.06396498,.00020817,53.0552,340.1585,86.9284,273.1943,0,U,48584,999,24630,-.44801435E-4,-.949E-5,0
STARLINK-2241,2021-041AK,2025-11-05T06:34:01.459200,15.06392426,.00022453,53.0544,340.1419,87.9753,272.1494,0,U,48586,999,24630,-.23937849E-3,-.3845E-4,0
STARLINK-2245,2021-041AN,2025-11-05T06:03:30.422880,15.06397681,.00018502,53.0549,330.2385,85.1113,275.0087,0,U,48589,999,24644,-.71506641E-4,-.1347E-4,0
STARLINK-2249,2021-041AR,2025-11-05T06:23:25.026432,15.06432713,.00013588,53.0539,340.4062,93.4210,266.6935,0,U,48592,999,24630,.47570157E-3,.6817E-4,0
STARLINK-2250,2021-041AS,2025-11-05T07:37:44.048352,15.06387732,.00015822,53.0560,339.9444,99.6510,260.4658,0,U,48593,999,24631,-.19803814E-4,-.576E-5,0
STARLINK-2251,2021-041AT,2025-11-05T06:43:21.491904,15.06390186,.00014304,53.0552,310.1999,90.4257,269.6896,0,U,48594,999,24673,.25430865E-3,.3507E-4,0
STARLINK-2252,2021-041AU,2025-11-05T05:35:36.338208,15.06434964,.00015261,53.0546,340.3270,87.5609,272.5555,0,U,48595,999,24757,.63005725E-3,.9124E-4,0
STARLINK-2253,2021-041AV,2025-11-05T06:07:28.354656,15.06411379,.0001621,53.0557,340.2276,69.5537,290.5626,0,U,48596,999,24676,.2926642E-5,-.238E-5,0
STARLINK-2255,2021-041AW,2025-11-05T06:18:06.446304,15.06386167,.00015806,53.0558,340.1943,96.2191,263.8978,0,U,48597,999,24757,-.11084989E-3,-.1932E-4,0
STARLINK-2713,2021-041BB,2025-11-05T07:49:00.042816,15.06387320,.00019918,53.0572,314.9128,109.6771,250.4434,0,U,48602,999,24792,-.14174206E-3,-.2392E-4,0
STARLINK-2714,2021-041BC,2025-11-05T04:08:02.040576,15.06396195,.00014197,53.0549,310.5970,92.8378,267.2774,0,U,48603,999,24798,-.10888611E-4,-.444E-5,0
STARLINK-2757,2021-041BD,2025-11-05T05:46:14.939616,15.06400818,.00012046,53.0547,340.2931,87.2241,272.8886,0,U,48604,999,24757,-.12006344E-3,-.2069E-4,0
TYVAK-0130,2021-041BF,2025-11-05T06:26:16.186560,15.23288009,.00093149,52.9953,342.9543,179.8337,180.2663,0,U,48606,999,24620,.32782558E-3,.7554E-4,0
SBIRS GEO-5 (USA 315),2021-042A,2025-11-04T22:57:21.869568,1.00271144,.00054896,5.4016,327.5590,227.8395,287.2073,0,U,48618,999,1652,0,-.265E-5,0
HAIYANG-2D,2021-043A,2025-11-05T07:45:29.087712,13.83372679,.00082528,65.9964,142.0455,280.1943,79.8194,0,U,48621,999,22558,.66351525E-4,-.8E-7,0
STARLINK-2739,2021-044B,2025-11-05T05:52:13.517760,15.06376514,.00019587,53.0562,315.2878,103.4919,256.6288,0,U,48639,999,24502,-.10447799E-2,-.158E-3,0
STARLINK-2736,2021-044C,2025-11-05T05:41:39.580224,15.06393137,.00013911,53.0533,315.5895,78.4146,281.6999,0,U,48640,999,24501,-.12339408E-3,-.2119E-4,0
STARLINK-2754,2021-044D,2025-11-05T07:35:03.937920,15.06403699,.00013809,53.0548,319.9542,90.4506,269.6641,0,U,48641,999,24496,-.78572684E-4,-.1452E-4,0
STARLINK-2646,2021-044E,2025-11-05T07:56:17.931840,15.06393379,.00014609,53.0552,319.8986,83.3088,276.8067,0,U,48642,999,24496,-.22575E-4,-.618E-5,0
STARLINK-2704,2021-044F,2025-11-05T05:52:49.880928,15.06392336,.00021132,53.0541,320.2645,15.0961,345.0091,0,U,48643,999,24495,-.1354443E-2,-.20395E-3,0
STARLINK-2695,2021-044G,2025-11-05T05:48:54.952416,15.06392920,.00014765,53.0546,320.2848,86.6988,273.4169,0,U,48644,999,24495,-.23357482E-4,-.629E-5,0
STARLINK-2732,2021-044J,2025-11-05T05:38:18.212064,15.06387525,.00014818,53.0554,320.3178,82.2671,277.8486,0,U,48646,999,24495,-.23502271E-3,-.3779E-4,0
STARLINK-2521,2021-044L,2025-11-05T05:54:14.607360,15.06399585,.00015138,53.0544,320.4326,90.5844,269.5319,0,U,48648,999,24495,-.28536827E-3,-.4529E-4,0
STARLINK-2673,2021-044M,2025-11-05T07:03:13.763520,15.06387702,.00013476,53.0546,320.0540,88.4570,271.6574,0,U,48649,999,24495,.2576364E-5,-.243E-5,0
STARLINK-2672,2021-044N,2025-11-05T06:57:54.864576,15.06391336,.00013752,53.0539,320.0656,91.9130,268.2017,0,U,48650,999,24495,-.29556975E-4,-.722E-5,0
STARLINK-2731,2021-044P,2025-11-05T05:17:03.708384,15.06396850,.00018958,53.0541,320.3832,90.1037,270.0169,0,U,48651,999,24494,-.92370549E-4,-.1657E-4,0
STARLINK-2727,2021-044Q,2025-11-05T06:47:17.919456,15.06387457,.00013455,53.0542,320.1028,83.9730,276.1412,0,U,48652,999,24495,-.20208152E-3,-.3289E-4,0
STARLINK-2720,2021-044R,2025-11-05T06:41:58.931520,15.06391906,.00017251,53.0549,320.1201,87.7356,272.3830,0,U,48653,999,24495,-.33686844E-3,-.5295E-4,0
STARLINK-2651,2021-044S,2025-11-05T05:40:05.012832,15.93763853,.00041262,53.0499,300.5931,82.1021,278.0474,0,U,48654,999,24522,.10978655E-2,.406194E-2,.75724238E-4
STARLINK-2657,2021-044T,2025-11-05T06:31:22.481472,15.06391315,.00013988,53.0543,320.1509,84.3283,275.7865,0,U,48655,999,24495,-.14537144E-3,-.2446E-4,0
STARLINK-2701,2021-044U,2025-11-05T08:01:36.753024,15.06391381,.00014083,53.0552,319.8706,91.0341,269.0810,0,U,48656,999,24496,-.13113766E-4,-.477E-5,0
STARLINK-2734,2021-044V,2025-11-05T07:07:06.507840,15.06384815,.00014763,53.0543,319.6835,90.2268,269.8890,0,U,48657,999,24496,.33098992E-3,.465E-4,0
STARLINK-2647,2021-044W,2025-11-05T07:50:58.768512,15.06398702,.00013896,53.0545,319.9048,96.5009,263.6139,0,U,48658,999,24496,-.10410119E-3,-.1832E-4,0
STARLINK-2717,2021-044X,2025-11-05T07:45:41.012640,15.06394153,.00014105,53.0550,319.9213,93.8585,266.2566,0,U,48659,999,24496,.8753977E-5,-.151E-5,0
STARLINK-2726,2021-044AA,2025-11-05T06:00:51.004512,15.06397375,.00013772,53.0546,310.2466,97.8326,262.2819,0,U,48662,999,24509,-.80846155E-4,-.1485E-4,0
STARLINK-2667,2021-044AB,2025-11-05T05:55:32.775168,15.06391195,.00014945,53.0547,310.2656,95.9588,264.1572,0,U,48663,999,24509,-.17897538E-3,-.2946E-4,0
STARLINK-2666,2021-044AE,2025-11-05T06:27:29.061504,15.06383853,.00020352,53.0540,310.6336,97.9735,262.1485,0,U,48666,999,24508,.41425376E-3,.5891E-4,0
STARLINK-2735,2021-044AF,2025-11-04T17:00:35.980128,15.06412665,.00016469,53.0567,312.6808,98.2317,261.8859,0,U,48667,999,24501,.14518398E-3,.1882E-4,0
STARLINK-2738,2021-044AG,2025-11-05T05:39:37.155744,15.06393183,.00016375,53.0565,310.3180,105.2061,254.9109,0,U,48668,999,24509,.16577218E-4,-.35E-6,0
STARLINK-2707,2021-044AH,2025-11-05T05:34:18.615360,15.06399736,.00015436,53.0547,310.3321,108.1132,252.0025,0,U,48669,999,24508,-.57191457E-4,-.1133E-4,0
