OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
PEARL 1C,2023-174CQ,2025-11-04T19:25:35.182272,15.75168292,.00049343,97.4074,39.6237,196.5583,163.5521,0,U,58342,999,11167,.7101889E-3,.107101E-2,0
O3B MPOWER F5,2023-175A,2025-11-04T19:57:00.659232,5.00115099,.00045924,0.0436,346.4903,226.3045,147.1846,0,U,58346,999,3821,0,-.12E-6,0
O3B MPOWER F6,2023-175B,2025-11-04T17:33:08.398944,5.00114828,.00067335,0.0447,356.6810,213.0113,150.2773,0,U,58347,999,3712,0,-.12E-6,0
HAIYANG-3A,2023-176A,2025-11-05T06:45:30.784320,14.34141240,.00089029,98.5708,24.5582,332.5415,27.5299,0,U,58349,999,10322,.8823839E-4,.203E-5,0
STARLINK-30907,2023-177B,2025-11-04T17:19:45.804288,15.02534333,.00011112,43.0032,310.9405,279.2741,80.7976,0,U,58352,999,10950,-.48656775E-4,-.861E-5,0
STARLINK-30896,2023-177C,2025-11-04T23:51:34.810560,15.27594624,.00004776,42.9990,193.0152,249.0025,111.0775,0,U,58353,999,11076,-.88342631E-4,-.2693E-4,0
STARLINK-30832,2023-177D,2025-11-05T06:46:57.609408,15.02534672,.00019277,43.0078,307.4172,273.4095,86.6527,0,U,58354,999,10945,.39177256E-4,.325E-5,0
STARLINK-30903,2023-177E,2025-11-05T06:16:46.037280,15.02543270,.00010995,43.0053,308.1220,270.4045,89.6672,0,U,58355,999,10949,-.84162408E-4,-.134E-4,0
STARLINK-30905,2023-177F,2025-11-04T23:36:15.962112,15.02538803,.00011769,43.0058,309.4408,269.2824,90.7883,0,U,58356,999,10939,.53883749E-4,.524E-5,0
STARLINK-30842,2023-177G,2025-11-05T00:44:53.155392,15.02531802,.00014256,43.0052,295.1630,269.8310,90.2369,0,U,58357,999,10962,-.65921983E-4,-.1094E-4,0
STARLINK-30858,2023-177H,2025-11-04T23:44:16.235520,15.02536421,.00009742,43.0041,309.5147,270.5949,89.4782,0,U,58358,999,10946,-.40175731E-4,-.746E-5,0
STARLINK-30878,2023-177J,2025-11-05T06:38:59.068320,15.02535221,.00008595,43.0050,307.3735,278.6706,81.4039,0,U,58359,999,10950,-.50472921E-4,-.885E-5,0
STARLINK-30897,2023-177K,2025-11-04T23:49:03.550080,15.02537377,.0001082,43.0052,309.5390,265.1428,94.9291,0,U,58360,999,10945,.53461845E-4,.519E-5,0
STARLINK-30885,2023-177L,2025-11-04T17:11:45.852288,15.02537802,.00010251,43.0054,310.9117,268.3335,91.7390,0,U,58361,999,10942,.53004122E-4,.512E-5,0
STARLINK-30890,2023-177M,2025-11-04T23:29:52.903392,15.02541270,.00011579,43.0041,309.4418,287.3540,72.7175,0,U,58362,999,10940,.19156187E-4,.55E-6,0
STARLINK-30909,2023-177N,2025-11-04T17:05:22.035840,15.02541818,.0001364,43.0051,310.8761,271.2717,88.7970,0,U,58363,999,10941,.52483886E-4,.505E-5,0
STARLINK-30904,2023-177P,2025-11-04T17:09:37.322784,15.02552183,.00008154,43.0049,309.1881,267.6103,92.4646,0,U,58364,999,10943,.14851366E-3,.1804E-4,0
STARLINK-30918,2023-177Q,2025-11-04T16:52:34.813344,15.02541206,.00014095,43.0049,310.8097,270.3579,89.7102,0,U,58365,999,10941,.14803449E-4,-.4E-7,0
STARLINK-30892,2023-177R,2025-11-03T17:01:27.617952,15.02536572,.00011915,43.0048,316.2523,267.1240,92.9466,0,U,58366,999,10927,.68413196E-4,.721E-5,0
STARLINK-30891,2023-177S,2025-11-04T16:47:47.929920,15.02531437,.00011702,43.0039,310.7828,288.6128,71.4588,0,U,58367,999,10935,.20047644E-3,.2505E-4,0
STARLINK-30889,2023-177T,2025-11-05T07:12:33.094656,15.02528343,.00010033,43.0035,307.5476,269.1783,90.8944,0,U,58368,999,10950,-.84315843E-4,-.1342E-4,0
STARLINK-30870,2023-177U,2025-11-05T07:06:10.896480,15.02526598,.0000918,43.0013,307.5151,260.0860,99.9879,0,U,58369,999,10950,-.11418682E-3,-.1745E-4,0
STARLINK-30888,2023-177V,2025-11-04T00:05:54.713472,15.02554238,.0001399,43.0043,315.0103,257.8193,102.2493,0,U,58370,999,10931,.22950323E-3,.2899E-4,0
STARLINK-30859,2023-177W,2025-11-04T17:24:32.891616,15.02537610,.00009421,43.0066,310.9428,269.6404,90.4331,0,U,58371,999,10942,-.80720851E-4,-.1294E-4,0
STARLINK-30884,2023-177X,2025-11-05T06:58:09.304608,15.02545885,.0000843,43.0000,307.4742,307.5813,52.4952,0,U,58372,999,10950,-.8116268E-4,-.13E-4,0
STARLINK-30852,2023-177Y,2025-11-04T23:39:28.279872,15.02533503,.00011477,43.0042,309.4569,274.1815,85.8896,0,U,58373,999,10945,-.1415612E-5,-.223E-5,0
STARLINK-30911,2023-178A,2025-11-05T01:38:27.535200,15.30183801,.00013378,53.1597,219.7593,109.7092,250.4053,0,U,58374,999,11080,.3996831E-5,-.241E-5,0
STARLINK-30894,2023-178B,2025-11-05T01:53:39.634080,15.30179282,.00014703,53.1600,219.8330,81.5648,278.5519,0,U,58375,999,11074,-.17966178E-4,-.891E-5,0
STARLINK-30910,2023-178C,2025-11-05T01:58:12.798048,15.30184739,.0001408,53.1609,219.8506,95.2822,264.8339,0,U,58376,999,11081,.40107756E-4,.828E-5,0
STARLINK-30914,2023-178D,2025-11-05T01:41:30.017184,15.30184975,.00012251,53.1602,219.7623,93.0670,267.0471,0,U,58377,999,11081,-.51967356E-4,-.1897E-4,0
STARLINK-30920,2023-178E,2025-11-05T00:50:43.563552,15.30182274,.00013714,53.1600,207.5154,87.5757,272.5400,0,U,58378,999,11098,-.19745307E-4,-.944E-5,0
STARLINK-30882,2023-178F,2025-11-05T00:28:45.113376,15.30131030,.00013643,53.1606,220.1731,86.2500,273.8656,0,U,58379,999,11080,-.41158142E-3,-.12503E-3,0
STARLINK-30915,2023-178G,2025-11-04T22:06:32.628672,15.30195026,.0000978,53.1609,130.8747,73.1627,286.9481,0,U,58380,999,11201,.36090352E-4,.71E-5,0
STARLINK-30923,2023-178H,2025-11-05T00:42:21.811104,15.30202230,.00011728,53.1607,220.1860,87.2229,272.8906,0,U,58381,999,11073,.13503728E-3,.3643E-4,0
STARLINK-30927,2023-178J,2025-11-05T01:02:08.807136,15.30183096,.00015249,53.1614,220.3174,96.1857,263.9317,0,U,58382,999,11078,.64996891E-4,.1565E-4,0
STARLINK-30921,2023-178K,2025-11-05T00:37:50.316384,15.30181372,.00016683,53.1614,220.2159,80.8170,279.3020,0,U,58383,999,11078,.71764585E-4,.1765E-4,0
STARLINK-30825,2023-178L,2025-11-05T01:49:05.635488,15.30178390,.00014164,53.1610,219.7828,101.1665,258.9495,0,U,58384,999,11081,-.10422325E-4,-.668E-5,0
STARLINK-30930,2023-178M,2025-11-05T01:33:54.283104,15.30176486,.00010418,53.1598,219.7367,90.7274,269.3846,0,U,58385,999,11068,.16009079E-3,.4382E-4,0
STARLINK-30929,2023-178N,2025-11-05T01:29:29.775552,15.30155745,.00012278,53.1581,220.2269,310.0437,50.0456,0,U,58386,999,11078,-.1064431E-3,-.3506E-4,0
STARLINK-30898,2023-178P,2025-11-05T01:15:47.644128,15.30192562,.00010828,53.1596,220.2478,95.4105,264.7019,0,U,58387,999,11080,-.31707654E-4,-.1298E-4,0
STARLINK-30913,2023-178Q,2025-11-05T00:56:04.104096,15.30185459,.00011342,53.1597,220.2903,70.8066,289.3057,0,U,58388,999,11080,.26453992E-4,.424E-5,0
STARLINK-30938,2023-178R,2025-11-05T00:59:06.402048,15.30191017,.00012173,53.1605,220.3032,79.5081,280.6056,0,U,58389,999,11080,-.13023217E-4,-.745E-5,0
STARLINK-30868,2023-178S,2025-11-05T00:46:56.993376,15.30188230,.00014304,53.1611,220.2539,85.1929,274.9235,0,U,58390,999,11080,.37607593E-4,.754E-5,0
STARLINK-30916,2023-178T,2025-11-05T01:06:40.748544,15.30190110,.0001428,53.1607,220.2364,91.3797,268.7367,0,U,58391,999,11080,.33021448E-4,.619E-5,0
STARLINK-30939,2023-178V,2025-11-05T00:33:16.689312,15.30187006,.00012531,53.1610,220.1927,73.0111,287.1027,0,U,58393,999,11067,.43056866E-4,.916E-5,0
STARLINK-30887,2023-178W,2025-11-05T01:24:54.527616,15.30182483,.00016375,53.1611,220.2410,86.2418,273.8770,0,U,58394,999,11078,.220962E-4,.295E-5,0
STARLINK-30934,2023-178X,2025-11-05T00:51:31.916448,15.30183479,.0002066,53.1610,220.3465,58.1473,301.9729,0,U,58395,999,11073,.54121222E-4,.1243E-4,0
MALLIGYONG-1,2023-179A,2025-11-05T05:10:29.542080,15.20749255,.0010738,97.3281,191.8939,93.6138,266.6326,0,U,58400,999,10869,.21204E-3,.4606E-4,0
STARLINK-30964,2023-180A,2025-11-04T21:04:13.128672,15.02543620,.00012698,43.0058,13.9201,271.0431,89.0266,0,U,58402,999,10881,-.5880729E-5,-.283E-5,0
STARLINK-30844,2023-180B,2025-11-04T20:50:00.568032,15.02541270,.00013448,43.0048,14.7086,269.3217,90.7471,0,U,58403,999,10869,.29206364E-4,.191E-5,0
STARLINK-30876,2023-180C,2025-11-04T12:46:34.666752,15.02541993,.0001434,43.0032,16.4876,266.0867,93.9811,0,U,58404,999,10875,.21209E-3,.2663E-4,0
STARLINK-30952,2023-180D,2025-11-04T14:17:30.991776,15.02531726,.0001211,43.0032,16.1013,280.1459,79.9246,0,U,58405,999,10865,-.15162E-4,-.408E-5,0
STARLINK-30925,2023-180E,2025-11-04T12:36:59.183136,15.02536977,.0001264,43.0035,16.4379,272.2771,87.7926,0,U,58406,999,10864,.72186E-4,.772E-5,0
STARLINK-30954,2023-180F,2025-11-04T20:59:26.217600,15.02530665,.0001402,43.0052,13.8931,276.9350,83.1333,0,U,58407,999,10881,-.15795817E-3,-.2336E-4,0
STARLINK-30906,2023-180G,2025-11-04T14:46:14.346048,15.02558450,.0001563,43.0057,16.0842,278.3119,81.7546,0,U,58408,999,10865,-.278E-3,-.3959E-4,0
STARLINK-30940,2023-180H,2025-11-05T02:47:59.522496,15.25909969,.00009944,43.0008,250.6620,264.4466,95.6272,0,U,58409,999,11028,-.87098253E-4,-.2535E-4,0
STARLINK-30933,2023-180J,2025-11-04T21:24:27.380448,15.27585318,.00006382,43.0014,251.5349,239.6798,120.3991,0,U,58410,999,11025,.26249561E-4,.461E-5,0
STARLINK-30919,2023-180K,2025-11-04T21:16:39.223776,15.02535418,.00011594,43.0044,13.0589,279.5666,80.5045,0,U,58411,999,10872,.71328223E-4,.76E-5,0
STARLINK-30924,2023-180L,2025-11-05T03:00:35.786016,15.27558666,.00015606,42.9986,250.6947,271.2444,88.8229,0,U,58412,999,11028,-.25039119E-3,-.7141E-4,0
STARLINK-30931,2023-180M,2025-11-04T20:48:49.130784,15.02533329,.00010144,43.0033,1.8441,275.1576,84.9150,0,U,58413,999,10895,-.6967924E-5,-.298E-5,0
STARLINK-30922,2023-180N,2025-11-04T21:42:35.521056,15.02534587,.00014755,43.0037,14.1055,279.0751,80.9925,0,U,58414,999,10881,.42507238E-4,.371E-5,0
STARLINK-30949,2023-180P,2025-11-04T21:47:22.883136,15.02538711,.00015558,43.0044,14.1164,279.8693,80.1973,0,U,58415,999,10881,-.10586503E-3,-.1634E-4,0
STARLINK-30967,2023-180Q,2025-11-04T13:53:31.293024,15.02523460,.0001637,43.0060,15.9615,266.4327,93.6328,0,U,58416,999,10876,.31528E-3,.4056E-4,0
STARLINK-30955,2023-180R,2025-11-04T13:15:10.473120,15.02536347,.0001208,43.0032,15.7634,274.2228,85.8476,0,U,58417,999,10876,-.47203E-5,-.267E-5,0
STARLINK-30895,2023-180S,2025-11-04T21:33:02.106720,15.02517470,.00008938,43.0047,14.0693,280.2600,79.8142,0,U,58418,999,10870,-.88813406E-4,-.1402E-4,0
STARLINK-30917,2023-180T,2025-11-05T05:43:56.844768,15.27590687,.0003697,43.0033,286.5846,283.0109,77.0330,0,U,58419,999,10986,.14673263E-3,.3779E-4,0
STARLINK-30899,2023-180U,2025-11-04T21:23:24.562464,15.02533611,.00014749,43.0045,14.0197,272.6305,87.4368,0,U,58420,999,10870,-.34668568E-4,-.672E-5,0
STARLINK-30902,2023-180V,2025-11-04T20:54:38.559168,15.02532042,.00011112,43.0035,13.8670,274.3048,85.7667,0,U,58421,999,10870,-.545381E-5,-.277E-5,0
STARLINK-30912,2023-180W,2025-11-04T21:44:05.561952,15.27584447,.00012991,43.0019,255.0158,264.7199,95.3504,0,U,58422,999,11021,-.12266194E-4,-.6E-5,0
STARLINK-30900,2023-180X,2025-11-04T13:39:08.246016,15.02541702,.0001575,43.0043,15.8484,270.1731,89.8930,0,U,58423,999,10865,.42769E-4,.374E-5,0
STARLINK-30908,2023-180Y,2025-11-04T21:11:51.308736,15.02534243,.00011462,43.0037,13.0122,274.6120,85.4591,0,U,58424,999,10882,-.27383274E-4,-.573E-5,0
CHUANGXIN 20A (CX-20A),2023-181A,2025-11-05T06:28:48.566784,13.41470028,.00129755,49.9592,67.8095,304.9493,55.0165,0,U,58425,999,9569,.10428113E-3,-.7E-6,0
CHUANGXIN 20B (CX-20B),2023-181B,2025-11-05T06:38:29.661216,13.41461468,.00109854,49.9590,67.8349,308.0351,51.9533,0,U,58426,999,9568,.65944923E-4,-.91E-6,0
CHUANGXIN 20C (CX-20C),2023-181C,2025-11-05T06:33:37.790784,13.41467118,.00109677,49.9597,67.8185,295.8740,64.1005,0,U,58427,999,9569,.67094302E-4,-.91E-6,0
COSMOS 2572,2023-182A,2025-11-05T07:56:16.740384,15.90082533,.0007782,96.6939,51.8677,188.7552,171.3588,0,U,58435,999,11288,.83163E-6,-.346E-5,.18824E-5
STARLINK-30869,2023-183A,2025-11-04T20:21:39.345120,15.02539683,.00012079,43.0050,1.7811,274.8809,85.1896,0,U,58437,999,10793,.5323241E-5,-.132E-5,0
STARLINK-30969,2023-183B,2025-11-04T20:26:27.430368,15.02534378,.00012491,43.0029,1.8070,277.3288,82.7412,0,U,58438,999,10793,.10341973E-4,-.64E-6,0
STARLINK-30951,2023-183C,2025-11-04T20:16:52.252608,15.02531982,.00011307,43.0041,1.7558,277.6501,82.4213,0,U,58439,999,10793,.53154642E-4,.514E-5,0
STARLINK-30950,2023-183D,2025-11-04T17:44:50.697888,15.27581601,.00010017,43.0010,190.7795,253.4179,106.6563,0,U,58440,999,10992,-.21179338E-4,-.845E-5,0
STARLINK-30942,2023-183E,2025-11-04T11:54:14.793984,15.02552569,.0001524,43.0052,3.4411,272.8685,87.1983,0,U,58441,999,10788,-.19919E-3,-.2895E-4,0
STARLINK-30959,2023-183F,2025-11-04T13:20:23.185824,15.02538088,.0001136,43.0044,3.0291,275.4566,84.6147,0,U,58442,999,10789,.34358E-4,.261E-5,0
STARLINK-30971,2023-183G,2025-11-04T19:57:41.153184,15.02534496,.00011794,43.0028,1.6508,273.0170,87.0537,0,U,58443,999,10793,-.3588213E-5,-.252E-5,0
